0_0: fig|200643.10.peg.10
0_809: fig|200643.10.peg.1400
0_810: fig|200643.10.peg.1401
0_811: fig|200643.10.peg.1402
0_812: fig|200643.10.peg.1403
0_813: fig|200643.10.peg.1406
0_814: fig|200643.10.peg.1407
0_815: fig|200643.10.peg.1409
0_816: fig|200643.10.peg.1411
0_817: fig|200643.10.peg.1412
0_818: fig|200643.10.peg.1414
0_819: fig|200643.10.peg.1415
0_820: fig|200643.10.peg.1417
0_821: fig|200643.10.peg.1418
0_822: fig|200643.10.peg.1419
0_823: fig|200643.10.peg.1420
0_824: fig|200643.10.peg.1421
0_825: fig|200643.10.peg.1422
0_826: fig|200643.10.peg.1423
0_827: fig|200643.10.peg.1425
0_828: fig|200643.10.peg.1428
0_829: fig|200643.10.peg.1430
0_830: fig|200643.10.peg.1431
0_831: fig|200643.10.peg.1432
0_832: fig|200643.10.peg.1436
0_833: fig|200643.10.peg.1437
0_834: fig|200643.10.peg.1438
0_835: fig|200643.10.peg.1457
0_836: fig|200643.10.peg.1458
0_837: fig|200643.10.peg.1459
0_838: fig|200643.10.peg.1460
0_839: fig|200643.10.peg.1461
0_840: fig|200643.10.peg.1462
0_841: fig|200643.10.peg.1463
0_842: fig|200643.10.peg.1464
0_843: fig|200643.10.peg.1466
0_844: fig|200643.10.peg.1467
0_845: fig|200643.10.peg.1468
0_846: fig|200643.10.peg.1470
0_847: fig|200643.10.peg.1471
0_848: fig|200643.10.peg.1472
0_849: fig|200643.10.peg.1475
0_850: fig|200643.10.peg.1477
0_851: fig|200643.10.peg.1478
0_852: fig|200643.10.peg.1479
0_853: fig|200643.10.peg.1480
0_854: fig|200643.10.peg.1481
0_855: fig|200643.10.peg.1482
0_856: fig|200643.10.peg.1485
0_857: fig|200643.10.peg.1486
0_858: fig|200643.10.peg.1490
0_859: fig|200643.10.peg.1495
0_860: fig|200643.10.peg.1496
0_861: fig|200643.10.peg.1497
0_862: fig|200643.10.peg.1498
0_863: fig|200643.10.peg.1499
0_864: fig|200643.10.peg.1500
0_865: fig|200643.10.peg.1501
0_866: fig|200643.10.peg.1502
0_867: fig|200643.10.peg.1504
0_868: fig|200643.10.peg.1506
0_869: fig|200643.10.peg.1507
0_870: fig|200643.10.peg.1509
0_871: fig|200643.10.peg.1510
0_872: fig|200643.10.peg.1511
0_873: fig|200643.10.peg.1512
0_874: fig|200643.10.peg.1513
0_875: fig|200643.10.peg.1514
0_876: fig|200643.10.peg.1515
0_877: fig|200643.10.peg.1517
0_878: fig|200643.10.peg.1518
0_879: fig|200643.10.peg.1520
0_880: fig|200643.10.peg.1521
0_881: fig|200643.10.peg.1524
0_882: fig|200643.10.peg.1528
0_883: fig|200643.10.peg.1530
0_884: fig|200643.10.peg.1531
0_885: fig|200643.10.peg.1532
0_886: fig|200643.10.peg.1534
0_887: fig|200643.10.peg.1538
0_888: fig|200643.10.peg.1539
0_889: fig|200643.10.peg.1540
0_890: fig|200643.10.peg.1542
0_891: fig|200643.10.peg.1543
0_892: fig|200643.10.peg.1546
0_893: fig|200643.10.peg.1548
0_894: fig|200643.10.peg.1549
0_895: fig|200643.10.peg.1550
0_896: fig|200643.10.peg.1551
0_897: fig|200643.10.peg.1555
0_898: fig|200643.10.peg.1556
0_899: fig|200643.10.peg.1557
0_900: fig|200643.10.peg.1558
0_901: fig|200643.10.peg.1559
0_902: fig|200643.10.peg.1560
0_903: fig|200643.10.peg.1562
0_904: fig|200643.10.peg.1563
0_905: fig|200643.10.peg.1564
0_906: fig|200643.10.peg.1566
0_907: fig|200643.10.peg.1567
0_908: fig|200643.10.peg.1568
0_909: fig|200643.10.peg.1570
0_910: fig|200643.10.peg.1571
0_911: fig|200643.10.peg.1573
0_912: fig|200643.10.peg.1581
0_913: fig|200643.10.peg.1586
0_914: fig|200643.10.peg.1587
0_915: fig|200643.10.peg.1589
0_916: fig|200643.10.peg.1592
0_917: fig|200643.10.peg.1593
0_918: fig|200643.10.peg.1595
0_919: fig|200643.10.peg.1596
0_920: fig|200643.10.peg.1597
0_921: fig|200643.10.peg.1598
0_922: fig|200643.10.peg.1599
0_923: fig|200643.10.peg.1600
0_924: fig|200643.10.peg.1602
0_925: fig|200643.10.peg.1604
0_926: fig|200643.10.peg.1605
0_927: fig|200643.10.peg.1606
0_928: fig|200643.10.peg.1608
0_929: fig|200643.10.peg.1609
0_930: fig|200643.10.peg.1610
0_931: fig|200643.10.peg.1612
0_932: fig|200643.10.peg.1613
0_933: fig|200643.10.peg.1623
0_934: fig|200643.10.peg.1624
0_935: fig|200643.10.peg.1625
0_936: fig|200643.10.peg.1627
0_937: fig|200643.10.peg.1628
0_938: fig|200643.10.peg.1631
0_939: fig|200643.10.peg.1632
0_940: fig|200643.10.peg.1635
0_941: fig|200643.10.peg.1637
0_942: fig|200643.10.peg.1640
0_943: fig|200643.10.peg.1641
0_944: fig|200643.10.peg.1644
0_945: fig|200643.10.peg.1645
0_946: fig|200643.10.peg.1646
0_947: fig|200643.10.peg.1647
0_948: fig|200643.10.peg.1648
0_949: fig|200643.10.peg.1649
0_950: fig|200643.10.peg.1650
0_951: fig|200643.10.peg.1652
0_952: fig|200643.10.peg.1653
0_953: fig|200643.10.peg.1654
0_954: fig|200643.10.peg.1655
0_955: fig|200643.10.peg.1656
0_956: fig|200643.10.peg.1658
0_957: fig|200643.10.peg.1660
0_958: fig|200643.10.peg.1661
0_959: fig|200643.10.peg.1663
0_960: fig|200643.10.peg.1665
0_961: fig|200643.10.peg.1667
0_962: fig|200643.10.peg.1669
0_963: fig|200643.10.peg.1671
0_964: fig|200643.10.peg.1672
0_965: fig|200643.10.peg.1673
0_966: fig|200643.10.peg.1675
0_967: fig|200643.10.peg.1676
0_968: fig|200643.10.peg.1678
0_969: fig|200643.10.peg.1679
0_970: fig|200643.10.peg.1680
0_971: fig|200643.10.peg.1681
0_972: fig|200643.10.peg.1683
0_973: fig|200643.10.peg.1684
0_974: fig|200643.10.peg.1685
0_975: fig|200643.10.peg.1686
0_976: fig|200643.10.peg.1687
0_977: fig|200643.10.peg.1689
0_978: fig|200643.10.peg.1690
0_979: fig|200643.10.peg.1691
0_980: fig|200643.10.peg.1695
0_981: fig|200643.10.peg.1696
0_982: fig|200643.10.peg.1697
0_983: fig|200643.10.peg.1698
0_984: fig|200643.10.peg.1699
0_985: fig|200643.10.peg.1706
0_986: fig|200643.10.peg.1711
0_987: fig|200643.10.peg.1712
0_988: fig|200643.10.peg.1713
0_989: fig|200643.10.peg.1714
0_990: fig|200643.10.peg.1715
0_991: fig|200643.10.peg.1716
0_992: fig|200643.10.peg.1719
0_993: fig|200643.10.peg.1722
0_994: fig|200643.10.peg.1723
0_995: fig|200643.10.peg.1724
0_996: fig|200643.10.peg.1725
0_997: fig|200643.10.peg.1726
0_998: fig|200643.10.peg.1727
0_999: fig|200643.10.peg.1728
0_1000: fig|200643.10.peg.1729
0_1001: fig|200643.10.peg.1730
0_1002: fig|200643.10.peg.1732
0_1003: fig|200643.10.peg.1734
0_1004: fig|200643.10.peg.1736
0_1005: fig|200643.10.peg.1737
0_1006: fig|200643.10.peg.1738
0_1007: fig|200643.10.peg.1740
0_1008: fig|200643.10.peg.1743
0_1009: fig|200643.10.peg.1744
0_1010: fig|200643.10.peg.1745
0_1011: fig|200643.10.peg.1747
0_1012: fig|200643.10.peg.1749
0_1013: fig|200643.10.peg.1750
0_1014: fig|200643.10.peg.1751
0_1015: fig|200643.10.peg.1754
0_1016: fig|200643.10.peg.1755
0_1017: fig|200643.10.peg.1756
0_1018: fig|200643.10.peg.1759
0_1019: fig|200643.10.peg.1760
0_1020: fig|200643.10.peg.1761
0_1021: fig|200643.10.peg.1763
0_1022: fig|200643.10.peg.1765
0_1023: fig|200643.10.peg.1766
0_1024: fig|200643.10.peg.1768
0_1025: fig|200643.10.peg.1769
0_1026: fig|200643.10.peg.1771
0_1027: fig|200643.10.peg.1772
0_1028: fig|200643.10.peg.1773
0_1029: fig|200643.10.peg.1774
0_1030: fig|200643.10.peg.1777
0_1031: fig|200643.10.peg.1779
0_1032: fig|200643.10.peg.1782
0_1033: fig|200643.10.peg.1783
0_1034: fig|200643.10.peg.1784
0_1035: fig|200643.10.peg.1786
0_1036: fig|200643.10.peg.1788
0_1037: fig|200643.10.peg.1789
0_1038: fig|200643.10.peg.1790
0_1039: fig|200643.10.peg.1791
0_1040: fig|200643.10.peg.1792
0_1041: fig|200643.10.peg.1795
0_1042: fig|200643.10.peg.1798
0_1043: fig|200643.10.peg.1799
0_1044: fig|200643.10.peg.1800
0_1045: fig|200643.10.peg.1804
0_1046: fig|200643.10.peg.1806
0_1047: fig|200643.10.peg.1807
0_1048: fig|200643.10.peg.1808
0_1049: fig|200643.10.peg.1809
0_1050: fig|200643.10.peg.1810
0_1051: fig|200643.10.peg.1811
0_1052: fig|200643.10.peg.1812
0_1053: fig|200643.10.peg.1813
0_1054: fig|200643.10.peg.1815
0_1055: fig|200643.10.peg.1816
0_1056: fig|200643.10.peg.1818
0_1057: fig|200643.10.peg.1819
0_1058: fig|200643.10.peg.1821
0_1059: fig|200643.10.peg.1822
0_1060: fig|200643.10.peg.1824
0_1061: fig|200643.10.peg.1825
0_1062: fig|200643.10.peg.1826
0_1063: fig|200643.10.peg.1827
0_1064: fig|200643.10.peg.1828
0_1065: fig|200643.10.peg.1829
0_1066: fig|200643.10.peg.1830
0_1067: fig|200643.10.peg.1831
0_1068: fig|200643.10.peg.1835
0_1069: fig|200643.10.peg.1836
0_1070: fig|200643.10.peg.1837
0_1071: fig|200643.10.peg.1839
0_1072: fig|200643.10.peg.1840
0_1073: fig|200643.10.peg.1841
0_1074: fig|200643.10.peg.1843
0_1075: fig|200643.10.peg.1844
0_1076: fig|200643.10.peg.1845
0_1077: fig|200643.10.peg.1846
0_1078: fig|200643.10.peg.1847
0_1079: fig|200643.10.peg.1848
0_1080: fig|200643.10.peg.1849
0_1081: fig|200643.10.peg.1852
0_1082: fig|200643.10.peg.1855
0_1083: fig|200643.10.peg.1856
0_1084: fig|200643.10.peg.1857
0_1085: fig|200643.10.peg.1859
0_1086: fig|200643.10.peg.1866
0_1087: fig|200643.10.peg.1867
0_1088: fig|200643.10.peg.1870
0_1089: fig|200643.10.peg.1871
0_1090: fig|200643.10.peg.1872
0_1091: fig|200643.10.peg.1873
0_1092: fig|200643.10.peg.1875
0_1093: fig|200643.10.peg.1876
0_1094: fig|200643.10.peg.1877
0_1095: fig|200643.10.peg.1878
0_1096: fig|200643.10.peg.1880
0_1097: fig|200643.10.peg.1881
0_1098: fig|200643.10.peg.1882
0_1099: fig|200643.10.peg.1885
0_1100: fig|200643.10.peg.1886
0_1101: fig|200643.10.peg.1888
0_1102: fig|200643.10.peg.1889
0_1103: fig|200643.10.peg.1890
0_1104: fig|200643.10.peg.1892
0_1105: fig|200643.10.peg.1894
0_1106: fig|200643.10.peg.1895
0_1107: fig|200643.10.peg.1898
0_1108: fig|200643.10.peg.1899
0_1109: fig|200643.10.peg.1900
0_1110: fig|200643.10.peg.1901
0_1111: fig|200643.10.peg.1902
0_1112: fig|200643.10.peg.1903
0_1113: fig|200643.10.peg.1905
0_1114: fig|200643.10.peg.1909
0_1115: fig|200643.10.peg.1910
0_1116: fig|200643.10.peg.67
0_1117: fig|200643.10.peg.246
0_1118: fig|200643.10.peg.1387
0_1119: fig|200643.10.peg.969
0_1120: fig|200643.10.peg.15
0_1121: fig|200643.10.peg.16
0_1122: fig|200643.10.peg.26
0_1123: fig|200643.10.peg.28
0_1124: fig|200643.10.peg.36
0_1125: fig|200643.10.peg.38
0_1126: fig|200643.10.peg.42
0_1127: fig|200643.10.peg.45
0_1128: fig|200643.10.peg.51
0_1129: fig|200643.10.peg.52
0_1130: fig|200643.10.peg.59
0_1131: fig|200643.10.peg.61
0_1132: fig|200643.10.peg.69
0_1133: fig|200643.10.peg.75
0_1134: fig|200643.10.peg.85
0_1135: fig|200643.10.peg.89
0_1136: fig|200643.10.peg.98
0_1137: fig|200643.10.peg.101
0_1138: fig|200643.10.peg.106
0_1139: fig|200643.10.peg.110
0_1140: fig|200643.10.peg.112
0_1141: fig|200643.10.peg.114
0_1142: fig|200643.10.peg.115
0_1143: fig|200643.10.peg.117
0_1144: fig|200643.10.peg.118
0_1145: fig|200643.10.peg.122
0_1146: fig|200643.10.peg.129
0_1147: fig|200643.10.peg.148
0_1148: fig|200643.10.peg.152
0_1149: fig|200643.10.peg.156
0_1150: fig|200643.10.peg.157
0_1151: fig|200643.10.peg.163
0_1152: fig|200643.10.peg.167
0_1153: fig|200643.10.peg.168
0_1154: fig|200643.10.peg.170
0_1155: fig|200643.10.peg.174
0_1156: fig|200643.10.peg.176
0_1157: fig|200643.10.peg.182
0_1158: fig|200643.10.peg.186
0_1159: fig|200643.10.peg.191
0_1160: fig|200643.10.peg.192
0_1161: fig|200643.10.peg.193
0_1162: fig|200643.10.peg.195
0_1163: fig|200643.10.peg.201
0_1164: fig|200643.10.peg.205
0_1165: fig|200643.10.peg.207
0_1166: fig|200643.10.peg.209
0_1167: fig|200643.10.peg.218
0_1168: fig|200643.10.peg.221
0_1169: fig|200643.10.peg.222
0_1170: fig|200643.10.peg.223
0_1171: fig|200643.10.peg.224
0_1172: fig|200643.10.peg.225
0_1173: fig|200643.10.peg.240
0_1174: fig|200643.10.peg.245
0_1175: fig|200643.10.peg.247
0_1176: fig|200643.10.peg.251
0_1177: fig|200643.10.peg.253
0_1178: fig|200643.10.peg.254
0_1179: fig|200643.10.peg.281
0_1180: fig|200643.10.peg.295
0_1181: fig|200643.10.peg.301
0_1182: fig|200643.10.peg.303
0_1183: fig|200643.10.peg.310
0_1184: fig|200643.10.peg.318
0_1185: fig|200643.10.peg.319
0_1186: fig|200643.10.peg.320
0_1187: fig|200643.10.peg.321
0_1188: fig|200643.10.peg.322
0_1189: fig|200643.10.peg.326
0_1190: fig|200643.10.peg.329
0_1191: fig|200643.10.peg.330
0_1192: fig|200643.10.peg.334
0_1193: fig|200643.10.peg.343
0_1194: fig|200643.10.peg.346
0_1195: fig|200643.10.peg.347
0_1196: fig|200643.10.peg.348
0_1197: fig|200643.10.peg.356
0_1198: fig|200643.10.peg.358
0_1199: fig|200643.10.peg.364
0_1200: fig|200643.10.peg.373
0_1201: fig|200643.10.peg.374
0_1202: fig|200643.10.peg.375
0_1203: fig|200643.10.peg.385
0_1204: fig|200643.10.peg.386
0_1205: fig|200643.10.peg.403
0_1206: fig|200643.10.peg.410
0_1207: fig|200643.10.peg.416
0_1208: fig|200643.10.peg.418
0_1209: fig|200643.10.peg.420
0_1210: fig|200643.10.peg.428
0_1211: fig|200643.10.peg.430
0_1212: fig|200643.10.peg.431
0_1213: fig|200643.10.peg.434
0_1214: fig|200643.10.peg.435
0_1215: fig|200643.10.peg.446
0_1216: fig|200643.10.peg.447
0_1217: fig|200643.10.peg.448
0_1218: fig|200643.10.peg.452
0_1219: fig|200643.10.peg.456
0_1220: fig|200643.10.peg.457
0_1221: fig|200643.10.peg.461
0_1222: fig|200643.10.peg.464
0_1223: fig|200643.10.peg.465
0_1224: fig|200643.10.peg.467
0_1225: fig|200643.10.peg.469
0_1226: fig|200643.10.peg.476
0_1227: fig|200643.10.peg.482
0_1228: fig|200643.10.peg.486
0_1229: fig|200643.10.peg.487
0_1230: fig|200643.10.peg.488
0_1231: fig|200643.10.peg.489
0_1232: fig|200643.10.peg.490
0_1233: fig|200643.10.peg.491
0_1234: fig|200643.10.peg.492
0_1235: fig|200643.10.peg.497
0_1236: fig|200643.10.peg.499
0_1237: fig|200643.10.peg.501
0_1238: fig|200643.10.peg.504
0_1239: fig|200643.10.peg.505
0_1240: fig|200643.10.peg.508
0_1241: fig|200643.10.peg.509
0_1242: fig|200643.10.peg.510
0_1243: fig|200643.10.peg.515
0_1244: fig|200643.10.peg.516
0_1245: fig|200643.10.peg.520
0_1246: fig|200643.10.peg.521
0_1247: fig|200643.10.peg.525
0_1248: fig|200643.10.peg.531
0_1249: fig|200643.10.peg.533
0_1250: fig|200643.10.peg.534
0_1251: fig|200643.10.peg.536
0_1252: fig|200643.10.peg.537
0_1253: fig|200643.10.peg.541
0_1254: fig|200643.10.peg.561
0_1255: fig|200643.10.peg.573
0_1256: fig|200643.10.peg.574
0_1257: fig|200643.10.peg.575
0_1258: fig|200643.10.peg.580
0_1259: fig|200643.10.peg.585
0_1260: fig|200643.10.peg.592
0_1261: fig|200643.10.peg.594
0_1262: fig|200643.10.peg.595
0_1263: fig|200643.10.peg.606
0_1264: fig|200643.10.peg.608
0_1265: fig|200643.10.peg.614
0_1266: fig|200643.10.peg.616
0_1267: fig|200643.10.peg.619
0_1268: fig|200643.10.peg.626
0_1269: fig|200643.10.peg.627
0_1270: fig|200643.10.peg.629
0_1271: fig|200643.10.peg.633
0_1272: fig|200643.10.peg.636
0_1273: fig|200643.10.peg.639
0_1274: fig|200643.10.peg.648
0_1275: fig|200643.10.peg.650
0_1276: fig|200643.10.peg.658
0_1277: fig|200643.10.peg.663
0_1278: fig|200643.10.peg.665
0_1279: fig|200643.10.peg.669
0_1280: fig|200643.10.peg.670
0_1281: fig|200643.10.peg.671
0_1282: fig|200643.10.peg.680
0_1283: fig|200643.10.peg.684
0_1284: fig|200643.10.peg.685
0_1285: fig|200643.10.peg.691
0_1286: fig|200643.10.peg.696
0_1287: fig|200643.10.peg.717
0_1288: fig|200643.10.peg.721
0_1289: fig|200643.10.peg.727
0_1290: fig|200643.10.peg.731
0_1291: fig|200643.10.peg.735
0_1292: fig|200643.10.peg.740
0_1293: fig|200643.10.peg.747
0_1294: fig|200643.10.peg.749
0_1295: fig|200643.10.peg.779
0_1296: fig|200643.10.peg.780
0_1297: fig|200643.10.peg.782
0_1298: fig|200643.10.peg.783
0_1299: fig|200643.10.peg.789
0_1300: fig|200643.10.peg.793
0_1301: fig|200643.10.peg.795
0_1302: fig|200643.10.peg.801
0_1303: fig|200643.10.peg.803
0_1304: fig|200643.10.peg.806
0_1305: fig|200643.10.peg.808
0_1306: fig|200643.10.peg.815
0_1307: fig|200643.10.peg.817
0_1308: fig|200643.10.peg.824
0_1309: fig|200643.10.peg.828
0_1310: fig|200643.10.peg.837
0_1311: fig|200643.10.peg.840
0_1312: fig|200643.10.peg.853
0_1313: fig|200643.10.peg.856
0_1314: fig|200643.10.peg.857
0_1315: fig|200643.10.peg.865
0_1316: fig|200643.10.peg.867
0_1317: fig|200643.10.peg.872
0_1318: fig|200643.10.peg.876
0_1319: fig|200643.10.peg.886
0_1320: fig|200643.10.peg.888
0_1321: fig|200643.10.peg.891
0_1322: fig|200643.10.peg.893
0_1323: fig|200643.10.peg.894
0_1324: fig|200643.10.peg.899
0_1325: fig|200643.10.peg.903
0_1326: fig|200643.10.peg.945
0_1327: fig|200643.10.peg.947
0_1328: fig|200643.10.peg.958
0_1329: fig|200643.10.peg.962
0_1330: fig|200643.10.peg.973
0_1331: fig|200643.10.peg.975
0_1332: fig|200643.10.peg.977
0_1333: fig|200643.10.peg.981
0_1334: fig|200643.10.peg.983
0_1335: fig|200643.10.peg.984
0_1336: fig|200643.10.peg.987
0_1337: fig|200643.10.peg.993
0_1338: fig|200643.10.peg.996
0_1339: fig|200643.10.peg.997
0_1340: fig|200643.10.peg.1000
0_1341: fig|200643.10.peg.1004
0_1342: fig|200643.10.peg.1035
0_1343: fig|200643.10.peg.1036
0_1344: fig|200643.10.peg.1043
0_1345: fig|200643.10.peg.1047
0_1346: fig|200643.10.peg.1048
0_1347: fig|200643.10.peg.1050
0_1348: fig|200643.10.peg.1051
0_1349: fig|200643.10.peg.1052
0_1350: fig|200643.10.peg.1053
0_1351: fig|200643.10.peg.1060
0_1352: fig|200643.10.peg.1066
0_1353: fig|200643.10.peg.1067
0_1354: fig|200643.10.peg.1069
0_1355: fig|200643.10.peg.1072
0_1356: fig|200643.10.peg.1074
0_1357: fig|200643.10.peg.1080
0_1358: fig|200643.10.peg.1088
0_1359: fig|200643.10.peg.1093
0_1360: fig|200643.10.peg.1098
0_1361: fig|200643.10.peg.1108
0_1362: fig|200643.10.peg.1111
0_1363: fig|200643.10.peg.1114
0_1364: fig|200643.10.peg.1117
0_1365: fig|200643.10.peg.1118
0_1366: fig|200643.10.peg.1125
0_1367: fig|200643.10.peg.1129
0_1368: fig|200643.10.peg.1132
0_1369: fig|200643.10.peg.1133
0_1370: fig|200643.10.peg.1135
0_1371: fig|200643.10.peg.1142
0_1372: fig|200643.10.peg.1144
0_1373: fig|200643.10.peg.1147
0_1374: fig|200643.10.peg.1154
0_1375: fig|200643.10.peg.1156
0_1376: fig|200643.10.peg.1159
0_1377: fig|200643.10.peg.1161
0_1378: fig|200643.10.peg.1162
0_1379: fig|200643.10.peg.1163
0_1380: fig|200643.10.peg.1164
0_1381: fig|200643.10.peg.1167
0_1382: fig|200643.10.peg.1175
0_1383: fig|200643.10.peg.1186
0_1384: fig|200643.10.peg.1196
0_1385: fig|200643.10.peg.1197
0_1386: fig|200643.10.peg.1205
0_1387: fig|200643.10.peg.1207
0_1388: fig|200643.10.peg.1208
0_1389: fig|200643.10.peg.1209
0_1390: fig|200643.10.peg.1212
0_1391: fig|200643.10.peg.1218
0_1392: fig|200643.10.peg.1221
0_1393: fig|200643.10.peg.1229
0_1394: fig|200643.10.peg.1234
0_1395: fig|200643.10.peg.1252
0_1396: fig|200643.10.peg.1256
0_1397: fig|200643.10.peg.1257
0_1398: fig|200643.10.peg.1262
0_1399: fig|200643.10.peg.1267
0_1400: fig|200643.10.peg.1268
0_1401: fig|200643.10.peg.1274
0_1402: fig|200643.10.peg.1277
0_1403: fig|200643.10.peg.1283
0_1404: fig|200643.10.peg.1293
0_1405: fig|200643.10.peg.1298
0_1406: fig|200643.10.peg.1302
0_1407: fig|200643.10.peg.1307
0_1408: fig|200643.10.peg.1308
0_1409: fig|200643.10.peg.1318
0_1410: fig|200643.10.peg.1321
0_1411: fig|200643.10.peg.1324
0_1412: fig|200643.10.peg.1333
0_1413: fig|200643.10.peg.1335
0_1414: fig|200643.10.peg.1344
0_1415: fig|200643.10.peg.1360
0_1416: fig|200643.10.peg.1367
0_1417: fig|200643.10.peg.1368
0_1418: fig|200643.10.peg.1369
0_1419: fig|200643.10.peg.1391
0_1420: fig|200643.10.peg.1392
0_1421: fig|200643.10.peg.1405
0_1422: fig|200643.10.peg.1408
0_1423: fig|200643.10.peg.1416
0_1424: fig|200643.10.peg.1426
0_1425: fig|200643.10.peg.1427
0_1426: fig|200643.10.peg.1433
0_1427: fig|200643.10.peg.1434
0_1428: fig|200643.10.peg.1435
0_1429: fig|200643.10.peg.1440
0_1430: fig|200643.10.peg.1441
0_1431: fig|200643.10.peg.1442
0_1432: fig|200643.10.peg.1465
0_1433: fig|200643.10.peg.1469
0_1434: fig|200643.10.peg.1473
0_1435: fig|200643.10.peg.1488
0_1436: fig|200643.10.peg.1491
0_1437: fig|200643.10.peg.1503
0_1438: fig|200643.10.peg.1505
0_1439: fig|200643.10.peg.1508
0_1440: fig|200643.10.peg.1519
0_1441: fig|200643.10.peg.1522
0_1442: fig|200643.10.peg.1527
0_1443: fig|200643.10.peg.1529
0_1444: fig|200643.10.peg.1536
0_1445: fig|200643.10.peg.1541
0_1446: fig|200643.10.peg.1544
0_1447: fig|200643.10.peg.1545
0_1448: fig|200643.10.peg.1547
0_1449: fig|200643.10.peg.1552
0_1450: fig|200643.10.peg.1553
0_1451: fig|200643.10.peg.1554
0_1452: fig|200643.10.peg.1561
0_1453: fig|200643.10.peg.1565
0_1454: fig|200643.10.peg.1572
0_1455: fig|200643.10.peg.1580
0_1456: fig|200643.10.peg.1588
0_1457: fig|200643.10.peg.1591
0_1458: fig|200643.10.peg.1601
0_1459: fig|200643.10.peg.1603
0_1460: fig|200643.10.peg.1607
0_1461: fig|200643.10.peg.1611
0_1462: fig|200643.10.peg.1614
0_1463: fig|200643.10.peg.1615
0_1464: fig|200643.10.peg.1616
0_1465: fig|200643.10.peg.1617
0_1466: fig|200643.10.peg.1618
0_1467: fig|200643.10.peg.1619
0_1468: fig|200643.10.peg.1620
0_1469: fig|200643.10.peg.1621
0_1470: fig|200643.10.peg.1622
0_1471: fig|200643.10.peg.1629
0_1472: fig|200643.10.peg.1633
0_1473: fig|200643.10.peg.1634
0_1474: fig|200643.10.peg.1642
0_1475: fig|200643.10.peg.1643
0_1476: fig|200643.10.peg.1659
0_1477: fig|200643.10.peg.1666
0_1478: fig|200643.10.peg.1668
0_1479: fig|200643.10.peg.1670
0_1480: fig|200643.10.peg.1674
0_1481: fig|200643.10.peg.1677
0_1482: fig|200643.10.peg.1682
0_1483: fig|200643.10.peg.1688
0_1484: fig|200643.10.peg.1692
0_1485: fig|200643.10.peg.1694
0_1486: fig|200643.10.peg.1700
0_1487: fig|200643.10.peg.1708
0_1488: fig|200643.10.peg.1709
0_1489: fig|200643.10.peg.1710
0_1490: fig|200643.10.peg.1717
0_1491: fig|200643.10.peg.1718
0_1492: fig|200643.10.peg.1731
0_1493: fig|200643.10.peg.1733
0_1494: fig|200643.10.peg.1739
0_1495: fig|200643.10.peg.1741
0_1496: fig|200643.10.peg.1748
0_1497: fig|200643.10.peg.1753
0_1498: fig|200643.10.peg.1762
0_1499: fig|200643.10.peg.1764
0_1500: fig|200643.10.peg.1767
0_1501: fig|200643.10.peg.1770
0_1502: fig|200643.10.peg.1775
0_1503: fig|200643.10.peg.1780
0_1504: fig|200643.10.peg.1785
0_1505: fig|200643.10.peg.1787
0_1506: fig|200643.10.peg.1793
0_1507: fig|200643.10.peg.1794
0_1508: fig|200643.10.peg.1796
0_1509: fig|200643.10.peg.1801
0_1510: fig|200643.10.peg.1802
0_1511: fig|200643.10.peg.1805
0_1512: fig|200643.10.peg.1820
0_1513: fig|200643.10.peg.1832
0_1514: fig|200643.10.peg.1833
0_1515: fig|200643.10.peg.1838
0_1516: fig|200643.10.peg.1851
