"","gene_1","gene_2","gene_3","gene_4","gene_5","gene_6","gene_7","gene_8","gene_9","gene_10","gene_11","gene_12","gene_13","gene_14","gene_15","gene_16","gene_17","gene_18","gene_19","gene_20","gene_21","gene_22","gene_23","gene_24","gene_25","gene_26","gene_27","gene_28","gene_29","gene_30","gene_31","gene_32","gene_33","gene_34","gene_35","gene_36","gene_37","gene_38","gene_39","gene_40","gene_41","gene_42"
"OG0000320:","fig|1196095.96.peg.253","fig|1196095.108.peg.268","fig|1196095.127.peg.2249","fig|1196095.98.peg.2306","fig|1196095.110.peg.117","fig|1196095.112.peg.1722","fig|1196095.119.peg.586","fig|1196095.114.peg.1280","fig|1196095.100.peg.2","fig|1196095.123.peg.738","fig|1196095.132.peg.1864","fig|1196095.102.peg.1413","fig|1196095.115.peg.1771","fig|1196095.135.peg.442","fig|1196095.116.peg.2618","fig|1196095.95.peg.193","fig|1196095.113.peg.802","fig|1196095.106.peg.540","fig|1196095.121.peg.2304","fig|1196095.134.peg.562","fig|1196095.130.peg.90","fig|1196095.118.peg.553","fig|1196095.101.peg.70","fig|1196095.128.peg.2217","fig|1196095.99.peg.1452","fig|1196095.129.peg.825","fig|1196095.122.peg.1408","fig|1196095.94.peg.748","fig|1196095.104.peg.1008","fig|1196095.133.peg.2690","fig|1196095.124.peg.618","fig|1196095.103.peg.978","fig|1196095.107.peg.1787","fig|1196095.97.peg.1203","fig|1196095.109.peg.1414","fig|1196095.111.peg.77","fig|1196095.117.peg.1849","fig|1196095.120.peg.1565","fig|1196095.105.peg.1221","fig|1196095.126.peg.861","fig|1196095.125.peg.447","fig|1196095.131.peg.554"
"OG0000343:","fig|1196095.108.peg.1756","fig|1196095.115.peg.1838","fig|1196095.110.peg.27","fig|1196095.113.peg.1636","fig|1196095.116.peg.2721","fig|1196095.133.peg.2708","fig|1196095.121.peg.2360","fig|1196095.99.peg.2234","fig|1196095.107.peg.1148","fig|1196095.117.peg.467","fig|1196095.118.peg.234","fig|1196095.120.peg.1216","fig|1196095.104.peg.1106","fig|1196095.114.peg.1216","fig|1196095.124.peg.199","fig|1196095.101.peg.19","fig|1196095.131.peg.629","fig|1196095.125.peg.653","fig|1196095.134.peg.497","fig|1196095.129.peg.221","fig|1196095.111.peg.348","fig|1196095.97.peg.529","fig|1196095.123.peg.673","fig|1196095.127.peg.1167","fig|1196095.122.peg.1344","fig|1196095.106.peg.947","fig|1196095.100.peg.52","fig|1196095.130.peg.24","fig|1196095.94.peg.1042","fig|1196095.98.peg.1236","fig|1196095.105.peg.78","fig|1196095.109.peg.123","fig|1196095.95.peg.915","fig|1196095.128.peg.1216","fig|1196095.132.peg.1794","fig|1196095.135.peg.951","fig|1196095.102.peg.1867","fig|1196095.119.peg.206","fig|1196095.103.peg.167","fig|1196095.112.peg.1922","fig|1196095.126.peg.604","fig|1196095.96.peg.2160"
"OG0000344:","fig|1196095.115.peg.1840","fig|1196095.114.peg.1214","fig|1196095.122.peg.1342","fig|1196095.131.peg.631","fig|1196095.99.peg.2236","fig|1196095.121.peg.2362","fig|1196095.124.peg.197","fig|1196095.117.peg.465","fig|1196095.107.peg.1146","fig|1196095.118.peg.232","fig|1196095.132.peg.1792","fig|1196095.103.peg.165","fig|1196095.100.peg.54","fig|1196095.104.peg.1108","fig|1196095.96.peg.2162","fig|1196095.110.peg.25","fig|1196095.116.peg.2723","fig|1196095.133.peg.2575","fig|1196095.101.peg.17","fig|1196095.108.peg.1758","fig|1196095.97.peg.527","fig|1196095.134.peg.495","fig|1196095.129.peg.219","fig|1196095.125.peg.655","fig|1196095.111.peg.346","fig|1196095.130.peg.22","fig|1196095.94.peg.1040","fig|1196095.127.peg.1165","fig|1196095.106.peg.945","fig|1196095.105.peg.76","fig|1196095.98.peg.1234","fig|1196095.123.peg.671","fig|1196095.109.peg.121","fig|1196095.126.peg.602","fig|1196095.112.peg.1920","fig|1196095.128.peg.1214","fig|1196095.95.peg.913","fig|1196095.135.peg.953","fig|1196095.102.peg.1865","fig|1196095.119.peg.204","fig|1196095.120.peg.1214","fig|1196095.113.peg.1634"
"OG0000345:","fig|1196095.115.peg.1843","fig|1196095.114.peg.1211","fig|1196095.111.peg.343","fig|1196095.119.peg.201","fig|1196095.99.peg.2239","fig|1196095.131.peg.634","fig|1196095.133.peg.849","fig|1196095.98.peg.1231","fig|1196095.117.peg.462","fig|1196095.118.peg.229","fig|1196095.125.peg.658","fig|1196095.106.peg.942","fig|1196095.121.peg.2365","fig|1196095.132.peg.1789","fig|1196095.128.peg.1211","fig|1196095.101.peg.14","fig|1196095.103.peg.162","fig|1196095.102.peg.1862","fig|1196095.100.peg.57","fig|1196095.124.peg.194","fig|1196095.122.peg.1339","fig|1196095.116.peg.2726","fig|1196095.110.peg.22","fig|1196095.97.peg.524","fig|1196095.95.peg.910","fig|1196095.104.peg.1111","fig|1196095.134.peg.492","fig|1196095.108.peg.1761","fig|1196095.113.peg.1631","fig|1196095.107.peg.1143","fig|1196095.129.peg.216","fig|1196095.94.peg.1037","fig|1196095.127.peg.1162","fig|1196095.123.peg.668","fig|1196095.96.peg.2165","fig|1196095.105.peg.73","fig|1196095.130.peg.19","fig|1196095.120.peg.1211","fig|1196095.126.peg.599","fig|1196095.109.peg.118","fig|1196095.112.peg.1917","fig|1196095.135.peg.956"
"OG0000346:","fig|1196095.125.peg.660","fig|1196095.127.peg.1160","fig|1196095.115.peg.1845","fig|1196095.114.peg.1209","fig|1196095.111.peg.341","fig|1196095.99.peg.2241","fig|1196095.104.peg.1113","fig|1196095.121.peg.2367","fig|1196095.134.peg.490","fig|1196095.119.peg.199","fig|1196095.131.peg.636","fig|1196095.98.peg.1229","fig|1196095.105.peg.71","fig|1196095.106.peg.940","fig|1196095.133.peg.852","fig|1196095.96.peg.2167","fig|1196095.97.peg.522","fig|1196095.102.peg.1860","fig|1196095.126.peg.597","fig|1196095.100.peg.59","fig|1196095.132.peg.1787","fig|1196095.124.peg.192","fig|1196095.122.peg.1337","fig|1196095.95.peg.908","fig|1196095.110.peg.20","fig|1196095.116.peg.2728","fig|1196095.101.peg.12","fig|1196095.108.peg.1763","fig|1196095.94.peg.1035","fig|1196095.107.peg.1141","fig|1196095.113.peg.1629","fig|1196095.129.peg.214","fig|1196095.130.peg.17","fig|1196095.103.peg.160","fig|1196095.117.peg.460","fig|1196095.123.peg.666","fig|1196095.128.peg.1209","fig|1196095.120.peg.1209","fig|1196095.109.peg.116","fig|1196095.118.peg.227","fig|1196095.112.peg.1915","fig|1196095.135.peg.958"
"OG0000347:","fig|1196095.114.peg.1208","fig|1196095.127.peg.1159","fig|1196095.98.peg.1228","fig|1196095.116.peg.2729","fig|1196095.112.peg.1914","fig|1196095.97.peg.521","fig|1196095.134.peg.489","fig|1196095.121.peg.2368","fig|1196095.104.peg.1114","fig|1196095.131.peg.637","fig|1196095.111.peg.340","fig|1196095.105.peg.70","fig|1196095.102.peg.1859","fig|1196095.106.peg.939","fig|1196095.128.peg.1208","fig|1196095.96.peg.2168","fig|1196095.125.peg.661","fig|1196095.119.peg.198","fig|1196095.101.peg.11","fig|1196095.100.peg.60","fig|1196095.132.peg.1786","fig|1196095.109.peg.115","fig|1196095.124.peg.191","fig|1196095.95.peg.907","fig|1196095.99.peg.2242","fig|1196095.122.peg.1336","fig|1196095.108.peg.1764","fig|1196095.130.peg.16","fig|1196095.107.peg.1140","fig|1196095.115.peg.1846","fig|1196095.133.peg.1623","fig|1196095.110.peg.19","fig|1196095.103.peg.159","fig|1196095.113.peg.1628","fig|1196095.129.peg.213","fig|1196095.94.peg.1034","fig|1196095.117.peg.459","fig|1196095.123.peg.665","fig|1196095.118.peg.226","fig|1196095.120.peg.1208","fig|1196095.126.peg.596","fig|1196095.135.peg.959"
"OG0000348:","fig|1196095.116.peg.2730","fig|1196095.97.peg.520","fig|1196095.127.peg.1158","fig|1196095.114.peg.1207","fig|1196095.98.peg.1227","fig|1196095.124.peg.190","fig|1196095.112.peg.1913","fig|1196095.121.peg.2369","fig|1196095.104.peg.1115","fig|1196095.111.peg.339","fig|1196095.101.peg.10","fig|1196095.106.peg.938","fig|1196095.131.peg.638","fig|1196095.94.peg.1033","fig|1196095.133.peg.3139","fig|1196095.125.peg.662","fig|1196095.105.peg.69","fig|1196095.119.peg.197","fig|1196095.100.peg.61","fig|1196095.128.peg.1207","fig|1196095.132.peg.1785","fig|1196095.108.peg.1765","fig|1196095.109.peg.114","fig|1196095.95.peg.906","fig|1196095.129.peg.212","fig|1196095.99.peg.2243","fig|1196095.122.peg.1335","fig|1196095.110.peg.18","fig|1196095.130.peg.15","fig|1196095.107.peg.1139","fig|1196095.115.peg.1847","fig|1196095.113.peg.1627","fig|1196095.102.peg.1858","fig|1196095.117.peg.458","fig|1196095.118.peg.225","fig|1196095.123.peg.664","fig|1196095.103.peg.158","fig|1196095.135.peg.960","fig|1196095.120.peg.1207","fig|1196095.126.peg.595","fig|1196095.96.peg.2169","fig|1196095.134.peg.488"
"OG0000349:","fig|1196095.114.peg.1206","fig|1196095.124.peg.189","fig|1196095.116.peg.2731","fig|1196095.127.peg.1157","fig|1196095.101.peg.9","fig|1196095.98.peg.1226","fig|1196095.134.peg.487","fig|1196095.125.peg.663","fig|1196095.121.peg.2370","fig|1196095.112.peg.1912","fig|1196095.104.peg.1116","fig|1196095.111.peg.338","fig|1196095.129.peg.211","fig|1196095.119.peg.196","fig|1196095.106.peg.937","fig|1196095.133.peg.3217","fig|1196095.94.peg.1032","fig|1196095.105.peg.68","fig|1196095.96.peg.2170","fig|1196095.100.peg.62","fig|1196095.132.peg.1784","fig|1196095.103.peg.157","fig|1196095.97.peg.519","fig|1196095.109.peg.113","fig|1196095.108.peg.1766","fig|1196095.95.peg.905","fig|1196095.99.peg.2244","fig|1196095.110.peg.17","fig|1196095.122.peg.1334","fig|1196095.102.peg.1857","fig|1196095.107.peg.1138","fig|1196095.115.peg.1848","fig|1196095.113.peg.1626","fig|1196095.128.peg.1206","fig|1196095.130.peg.14","fig|1196095.131.peg.639","fig|1196095.117.peg.457","fig|1196095.118.peg.224","fig|1196095.123.peg.663","fig|1196095.135.peg.961","fig|1196095.120.peg.1206","fig|1196095.126.peg.594"
"OG0000350:","fig|1196095.114.peg.1205","fig|1196095.116.peg.2732","fig|1196095.124.peg.188","fig|1196095.126.peg.593","fig|1196095.127.peg.1156","fig|1196095.97.peg.518","fig|1196095.131.peg.640","fig|1196095.98.peg.1225","fig|1196095.121.peg.2371","fig|1196095.134.peg.486","fig|1196095.119.peg.195","fig|1196095.112.peg.1911","fig|1196095.111.peg.337","fig|1196095.104.peg.1117","fig|1196095.129.peg.210","fig|1196095.106.peg.936","fig|1196095.94.peg.1031","fig|1196095.123.peg.662","fig|1196095.105.peg.67","fig|1196095.96.peg.2171","fig|1196095.128.peg.1205","fig|1196095.100.peg.63","fig|1196095.102.peg.1856","fig|1196095.135.peg.962","fig|1196095.132.peg.1783","fig|1196095.103.peg.156","fig|1196095.95.peg.904","fig|1196095.133.peg.3081","fig|1196095.110.peg.16","fig|1196095.109.peg.112","fig|1196095.122.peg.1333","fig|1196095.107.peg.1137","fig|1196095.115.peg.1849","fig|1196095.113.peg.1625","fig|1196095.130.peg.13","fig|1196095.117.peg.456","fig|1196095.118.peg.223","fig|1196095.101.peg.8","fig|1196095.99.peg.2245","fig|1196095.108.peg.1767","fig|1196095.120.peg.1205","fig|1196095.125.peg.664"
"OG0000351:","fig|1196095.132.peg.1779","fig|1196095.116.peg.2736","fig|1196095.126.peg.591","fig|1196095.124.peg.184","fig|1196095.127.peg.1152","fig|1196095.104.peg.1121","fig|1196095.101.peg.6","fig|1196095.134.peg.482","fig|1196095.98.peg.1221","fig|1196095.112.peg.1907","fig|1196095.119.peg.194","fig|1196095.111.peg.333","fig|1196095.107.peg.1133","fig|1196095.110.peg.12","fig|1196095.125.peg.669","fig|1196095.99.peg.2249","fig|1196095.96.peg.2175","fig|1196095.106.peg.932","fig|1196095.114.peg.1201","fig|1196095.123.peg.658","fig|1196095.120.peg.1201","fig|1196095.121.peg.2375","fig|1196095.100.peg.65","fig|1196095.128.peg.1201","fig|1196095.135.peg.966","fig|1196095.103.peg.154","fig|1196095.102.peg.1852","fig|1196095.95.peg.903","fig|1196095.131.peg.644","fig|1196095.122.peg.1329","fig|1196095.109.peg.108","fig|1196095.97.peg.514","fig|1196095.130.peg.9","fig|1196095.115.peg.1853","fig|1196095.129.peg.206","fig|1196095.117.peg.452","fig|1196095.118.peg.219","fig|1196095.94.peg.1030","fig|1196095.133.peg.3269","fig|1196095.105.peg.82","fig|1196095.108.peg.1768","fig|1196095.113.peg.1624"
"OG0000352:","fig|1196095.116.peg.2737","fig|1196095.121.peg.2376","fig|1196095.126.peg.590","fig|1196095.124.peg.183","fig|1196095.130.peg.8","fig|1196095.97.peg.513","fig|1196095.132.peg.1778","fig|1196095.114.peg.1200","fig|1196095.110.peg.11","fig|1196095.129.peg.205","fig|1196095.101.peg.5","fig|1196095.133.peg.2196","fig|1196095.111.peg.332","fig|1196095.119.peg.193","fig|1196095.123.peg.657","fig|1196095.107.peg.1132","fig|1196095.112.peg.1906","fig|1196095.125.peg.670","fig|1196095.94.peg.1029","fig|1196095.134.peg.481","fig|1196095.120.peg.1200","fig|1196095.128.peg.1200","fig|1196095.135.peg.967","fig|1196095.95.peg.902","fig|1196095.131.peg.645","fig|1196095.102.peg.1595","fig|1196095.99.peg.2250","fig|1196095.109.peg.107","fig|1196095.115.peg.1854","fig|1196095.98.peg.1220","fig|1196095.96.peg.2176","fig|1196095.104.peg.1122","fig|1196095.106.peg.931","fig|1196095.117.peg.451","fig|1196095.118.peg.218","fig|1196095.100.peg.66","fig|1196095.105.peg.83","fig|1196095.113.peg.1623","fig|1196095.127.peg.1151","fig|1196095.108.peg.1769","fig|1196095.122.peg.1328","fig|1196095.103.peg.153"
"OG0000353:","fig|1196095.116.peg.2738","fig|1196095.114.peg.1199","fig|1196095.124.peg.182","fig|1196095.126.peg.589","fig|1196095.97.peg.512","fig|1196095.127.peg.1150","fig|1196095.107.peg.1131","fig|1196095.101.peg.4","fig|1196095.129.peg.204","fig|1196095.98.peg.1219","fig|1196095.121.peg.2377","fig|1196095.119.peg.192","fig|1196095.113.peg.1622","fig|1196095.112.peg.1905","fig|1196095.94.peg.1028","fig|1196095.117.peg.450","fig|1196095.123.peg.656","fig|1196095.110.peg.10","fig|1196095.128.peg.1199","fig|1196095.120.peg.1199","fig|1196095.133.peg.249","fig|1196095.111.peg.331","fig|1196095.102.peg.1596","fig|1196095.95.peg.901","fig|1196095.131.peg.646","fig|1196095.109.peg.106","fig|1196095.122.peg.1327","fig|1196095.99.peg.2251","fig|1196095.115.peg.1855","fig|1196095.135.peg.968","fig|1196095.132.peg.1777","fig|1196095.130.peg.7","fig|1196095.104.peg.1123","fig|1196095.125.peg.671","fig|1196095.118.peg.217","fig|1196095.105.peg.84","fig|1196095.106.peg.930","fig|1196095.96.peg.2177","fig|1196095.103.peg.152","fig|1196095.108.peg.1770","fig|1196095.134.peg.480","fig|1196095.100.peg.67"
"OG0000354:","fig|1196095.114.peg.1198","fig|1196095.121.peg.2378","fig|1196095.115.peg.1856","fig|1196095.133.peg.3349","fig|1196095.126.peg.588","fig|1196095.116.peg.2739","fig|1196095.127.peg.1149","fig|1196095.124.peg.181","fig|1196095.110.peg.9","fig|1196095.107.peg.1130","fig|1196095.129.peg.203","fig|1196095.101.peg.3","fig|1196095.111.peg.330","fig|1196095.113.peg.1621","fig|1196095.125.peg.672","fig|1196095.94.peg.1027","fig|1196095.123.peg.655","fig|1196095.117.peg.449","fig|1196095.112.peg.1904","fig|1196095.97.peg.511","fig|1196095.128.peg.1198","fig|1196095.120.peg.1198","fig|1196095.132.peg.1776","fig|1196095.135.peg.969","fig|1196095.102.peg.1597","fig|1196095.99.peg.2252","fig|1196095.131.peg.647","fig|1196095.109.peg.105","fig|1196095.122.peg.1326","fig|1196095.108.peg.1771","fig|1196095.95.peg.900","fig|1196095.119.peg.191","fig|1196095.130.peg.6","fig|1196095.98.peg.1218","fig|1196095.104.peg.1124","fig|1196095.118.peg.216","fig|1196095.105.peg.85","fig|1196095.106.peg.929","fig|1196095.96.peg.2178","fig|1196095.103.peg.151","fig|1196095.134.peg.479","fig|1196095.100.peg.68"
"OG0000355:","fig|1196095.134.peg.1622","fig|1196095.95.peg.1519","fig|1196095.124.peg.607","fig|1196095.112.peg.2214","fig|1196095.99.peg.1660","fig|1196095.119.peg.720","fig|1196095.105.peg.1383","fig|1196095.122.peg.1162","fig|1196095.126.peg.1975","fig|1196095.108.peg.212","fig|1196095.106.peg.1197","fig|1196095.97.peg.1654","fig|1196095.131.peg.1051","fig|1196095.96.peg.2115","fig|1196095.98.peg.723","fig|1196095.128.peg.743","fig|1196095.121.peg.2540","fig|1196095.114.peg.1050","fig|1196095.116.peg.357","fig|1196095.104.peg.845","fig|1196095.120.peg.1974","fig|1196095.110.peg.2195","fig|1196095.113.peg.1309","fig|1196095.118.peg.125","fig|1196095.125.peg.845","fig|1196095.100.peg.73","fig|1196095.101.peg.1491","fig|1196095.107.peg.2126","fig|1196095.115.peg.1429","fig|1196095.123.peg.3","fig|1196095.127.peg.996","fig|1196095.135.peg.1136","fig|1196095.132.peg.738","fig|1196095.117.peg.518","fig|1196095.102.peg.2013","fig|1196095.130.peg.546","fig|1196095.133.peg.3495","fig|1196095.129.peg.735","fig|1196095.109.peg.2425","fig|1196095.94.peg.1063","fig|1196095.111.peg.2410","fig|1196095.103.peg.672"
"OG0000356:","fig|1196095.134.peg.1623","fig|1196095.95.peg.1520","fig|1196095.124.peg.606","fig|1196095.114.peg.1051","fig|1196095.119.peg.721","fig|1196095.99.peg.1659","fig|1196095.105.peg.1384","fig|1196095.126.peg.1976","fig|1196095.108.peg.213","fig|1196095.112.peg.2215","fig|1196095.97.peg.1653","fig|1196095.96.peg.2114","fig|1196095.131.peg.1052","fig|1196095.128.peg.744","fig|1196095.98.peg.724","fig|1196095.109.peg.2424","fig|1196095.121.peg.2539","fig|1196095.104.peg.846","fig|1196095.120.peg.1973","fig|1196095.117.peg.519","fig|1196095.129.peg.736","fig|1196095.122.peg.1163","fig|1196095.116.peg.356","fig|1196095.110.peg.2194","fig|1196095.113.peg.1308","fig|1196095.106.peg.1196","fig|1196095.118.peg.124","fig|1196095.101.peg.1492","fig|1196095.107.peg.2125","fig|1196095.115.peg.1430","fig|1196095.123.peg.4","fig|1196095.135.peg.1135","fig|1196095.127.peg.997","fig|1196095.133.peg.3150","fig|1196095.132.peg.737","fig|1196095.94.peg.1062","fig|1196095.130.peg.547","fig|1196095.102.peg.2014","fig|1196095.111.peg.2409","fig|1196095.100.peg.74","fig|1196095.103.peg.673","fig|1196095.125.peg.844"
"OG0000357:","fig|1196095.134.peg.1624","fig|1196095.124.peg.605","fig|1196095.95.peg.1521","fig|1196095.114.peg.1052","fig|1196095.119.peg.722","fig|1196095.99.peg.1658","fig|1196095.105.peg.1385","fig|1196095.107.peg.2124","fig|1196095.108.peg.214","fig|1196095.112.peg.2216","fig|1196095.97.peg.1652","fig|1196095.131.peg.1053","fig|1196095.128.peg.745","fig|1196095.96.peg.2113","fig|1196095.126.peg.1977","fig|1196095.98.peg.725","fig|1196095.120.peg.1972","fig|1196095.121.peg.2538","fig|1196095.122.peg.1164","fig|1196095.104.peg.847","fig|1196095.129.peg.737","fig|1196095.110.peg.2193","fig|1196095.116.peg.355","fig|1196095.113.peg.1307","fig|1196095.106.peg.1195","fig|1196095.125.peg.843","fig|1196095.118.peg.123","fig|1196095.101.peg.1493","fig|1196095.117.peg.520","fig|1196095.115.peg.1431","fig|1196095.100.peg.75","fig|1196095.135.peg.1134","fig|1196095.123.peg.5","fig|1196095.133.peg.2784","fig|1196095.127.peg.998","fig|1196095.132.peg.736","fig|1196095.109.peg.2423","fig|1196095.102.peg.2015","fig|1196095.130.peg.548","fig|1196095.111.peg.2408","fig|1196095.103.peg.674","fig|1196095.94.peg.1061"
"OG0000358:","fig|1196095.134.peg.1625","fig|1196095.124.peg.604","fig|1196095.95.peg.1522","fig|1196095.114.peg.1053","fig|1196095.117.peg.521","fig|1196095.125.peg.842","fig|1196095.99.peg.1657","fig|1196095.116.peg.354","fig|1196095.122.peg.1165","fig|1196095.106.peg.1194","fig|1196095.128.peg.746","fig|1196095.126.peg.1978","fig|1196095.107.peg.2123","fig|1196095.105.peg.1386","fig|1196095.108.peg.215","fig|1196095.112.peg.2217","fig|1196095.98.peg.726","fig|1196095.131.peg.1054","fig|1196095.130.peg.549","fig|1196095.96.peg.2112","fig|1196095.102.peg.2016","fig|1196095.120.peg.1971","fig|1196095.121.peg.2537","fig|1196095.104.peg.848","fig|1196095.129.peg.738","fig|1196095.113.peg.1306","fig|1196095.133.peg.1589","fig|1196095.118.peg.122","fig|1196095.110.peg.2192","fig|1196095.119.peg.723","fig|1196095.101.peg.1494","fig|1196095.115.peg.1432","fig|1196095.135.peg.1133","fig|1196095.123.peg.6","fig|1196095.127.peg.999","fig|1196095.132.peg.735","fig|1196095.97.peg.1651","fig|1196095.100.peg.76","fig|1196095.109.peg.2422","fig|1196095.111.peg.2407","fig|1196095.103.peg.675","fig|1196095.94.peg.1060"
"OG0000359:","fig|1196095.110.peg.2187","fig|1196095.104.peg.853","fig|1196095.114.peg.1058","fig|1196095.106.peg.308","fig|1196095.134.peg.1630","fig|1196095.124.peg.599","fig|1196095.122.peg.1170","fig|1196095.117.peg.526","fig|1196095.120.peg.1968","fig|1196095.125.peg.837","fig|1196095.113.peg.1301","fig|1196095.101.peg.1500","fig|1196095.99.peg.1654","fig|1196095.108.peg.220","fig|1196095.133.peg.3653","fig|1196095.100.peg.82","fig|1196095.107.peg.2119","fig|1196095.112.peg.2220","fig|1196095.132.peg.3","fig|1196095.127.peg.1002","fig|1196095.126.peg.1983","fig|1196095.135.peg.1128","fig|1196095.95.peg.1527","fig|1196095.131.peg.1058","fig|1196095.105.peg.316","fig|1196095.130.peg.554","fig|1196095.96.peg.2106","fig|1196095.128.peg.751","fig|1196095.116.peg.349","fig|1196095.129.peg.741","fig|1196095.118.peg.117","fig|1196095.119.peg.728","fig|1196095.102.peg.1080","fig|1196095.115.peg.1437","fig|1196095.121.peg.2532","fig|1196095.123.peg.11","fig|1196095.109.peg.2419","fig|1196095.103.peg.681","fig|1196095.94.peg.1055","fig|1196095.98.peg.729","fig|1196095.97.peg.1647","fig|1196095.111.peg.2402"
"OG0000360:","fig|1196095.110.peg.2186","fig|1196095.104.peg.854","fig|1196095.109.peg.2418","fig|1196095.106.peg.309","fig|1196095.122.peg.1171","fig|1196095.125.peg.836","fig|1196095.117.peg.527","fig|1196095.120.peg.1967","fig|1196095.99.peg.1653","fig|1196095.113.peg.1300","fig|1196095.101.peg.1501","fig|1196095.121.peg.2531","fig|1196095.114.peg.1059","fig|1196095.100.peg.83","fig|1196095.115.peg.1438","fig|1196095.112.peg.2221","fig|1196095.127.peg.1003","fig|1196095.132.peg.4","fig|1196095.107.peg.2118","fig|1196095.105.peg.317","fig|1196095.135.peg.1127","fig|1196095.111.peg.2401","fig|1196095.95.peg.1528","fig|1196095.130.peg.555","fig|1196095.131.peg.1059","fig|1196095.129.peg.742","fig|1196095.133.peg.3397","fig|1196095.124.peg.598","fig|1196095.116.peg.348","fig|1196095.108.peg.221","fig|1196095.118.peg.116","fig|1196095.134.peg.1631","fig|1196095.119.peg.729","fig|1196095.102.peg.1081","fig|1196095.96.peg.2105","fig|1196095.126.peg.1984","fig|1196095.123.peg.12","fig|1196095.103.peg.682","fig|1196095.94.peg.1054","fig|1196095.97.peg.1646","fig|1196095.128.peg.752","fig|1196095.98.peg.730"
"OG0000361:","fig|1196095.104.peg.855","fig|1196095.105.peg.1931","fig|1196095.110.peg.1559","fig|1196095.122.peg.1172","fig|1196095.112.peg.1369","fig|1196095.106.peg.1867","fig|1196095.125.peg.835","fig|1196095.117.peg.528","fig|1196095.113.peg.1299","fig|1196095.99.peg.1652","fig|1196095.114.peg.1060","fig|1196095.120.peg.1966","fig|1196095.118.peg.518","fig|1196095.121.peg.2530","fig|1196095.115.peg.1439","fig|1196095.100.peg.84","fig|1196095.133.peg.2734","fig|1196095.132.peg.5","fig|1196095.127.peg.1004","fig|1196095.107.peg.2117","fig|1196095.94.peg.1053","fig|1196095.111.peg.2400","fig|1196095.101.peg.1502","fig|1196095.135.peg.1126","fig|1196095.130.peg.556","fig|1196095.131.peg.1060","fig|1196095.109.peg.2417","fig|1196095.129.peg.743","fig|1196095.124.peg.597","fig|1196095.116.peg.347","fig|1196095.95.peg.1529","fig|1196095.108.peg.222","fig|1196095.123.peg.13","fig|1196095.134.peg.1632","fig|1196095.119.peg.730","fig|1196095.96.peg.2104","fig|1196095.102.peg.1082","fig|1196095.126.peg.1985","fig|1196095.103.peg.683","fig|1196095.97.peg.1645","fig|1196095.128.peg.753","fig|1196095.98.peg.731"
"OG0000362:","fig|1196095.112.peg.1370","fig|1196095.104.peg.856","fig|1196095.105.peg.1932","fig|1196095.110.peg.1560","fig|1196095.122.peg.1173","fig|1196095.125.peg.834","fig|1196095.133.peg.694","fig|1196095.113.peg.1298","fig|1196095.117.peg.529","fig|1196095.120.peg.1965","fig|1196095.101.peg.1503","fig|1196095.100.peg.85","fig|1196095.115.peg.1440","fig|1196095.121.peg.2529","fig|1196095.127.peg.1005","fig|1196095.132.peg.6","fig|1196095.107.peg.2116","fig|1196095.94.peg.1052","fig|1196095.118.peg.519","fig|1196095.106.peg.1868","fig|1196095.135.peg.1125","fig|1196095.111.peg.2399","fig|1196095.130.peg.557","fig|1196095.109.peg.2416","fig|1196095.124.peg.596","fig|1196095.114.peg.1061","fig|1196095.95.peg.1530","fig|1196095.108.peg.223","fig|1196095.119.peg.731","fig|1196095.123.peg.14","fig|1196095.99.peg.1651","fig|1196095.134.peg.1633","fig|1196095.116.peg.346","fig|1196095.102.peg.1083","fig|1196095.126.peg.1986","fig|1196095.96.peg.2103","fig|1196095.131.peg.1061","fig|1196095.103.peg.684","fig|1196095.129.peg.744","fig|1196095.98.peg.732","fig|1196095.97.peg.1644","fig|1196095.128.peg.754"
